InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C2H4O2/c1-2(3)4/h1H3,(H,3,4)",QTBSBXVTEAMEQO-UHFFFAOYSA-N,CC(=O)O,,,C2H4O2,60.021129368,-0.22990000000000016,0,0,0,BTM00001,BTM00001,Hydrolysis of carboxylic acid ester,BTMR0143,EC 3.1.1.1,HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C30H51N2O3/c1-4-13-32(14-5-6-15-32)26-19-24-22-8-7-21-18-27(33)25(31-11-16-35-17-12-31)20-30(21,3)23(22)9-10-29(24,2)28(26)34/h4,21-28,33-34H,1,5-20H2,2-3H3/q+1",IHSGDUHUXOPCHC-UHFFFAOYSA-N,C1(C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C)O,,,[C30H51N2O3]+,487.389968492,2.3208999999999955,0,0,0,BTM00002,BTM00002,Hydrolysis of carboxylic acid ester,BTMR0143,EC 3.1.1.1,HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C32H53N2O5/c1-5-14-34(15-6-7-16-34)27-20-26-24-9-8-23-19-28(36)32(37,33-12-17-38-18-13-33)21-31(23,4)25(24)10-11-30(26,3)29(27)39-22(2)35/h5,23-29,36-37H,1,6-21H2,2-4H3/q+1",BUAYOMVLGZPKMD-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)(N5CCOCC5)O)C)C)[N+]6(CCCC6)CC=C,,,[C32H53N2O5]+,545.395447796,2.0512999999999995,1,0,0,BTM00003,BTM00003,2-Hydroxylation of sterol,BTMR0398,"CYP1A2
CYP2C19
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C32H53N2O5/c1-5-14-34(15-6-7-16-34)27-19-25-22-8-9-24-28(36)29(37)26(33-12-17-38-18-13-33)20-32(24,4)23(22)10-11-31(25,3)30(27)39-21(2)35/h5,22-30,36-37H,1,6-20H2,2-4H3/q+1",ZIKYFAZTQXOVKX-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4O)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,,,[C32H53N2O5]+,545.395447796,1.8005999999999969,1,0,0,BTM00004,BTM00004,4-Hydroxylation of sterol,BTMR0400,"CYP1A2
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C32H51N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-28,30H,1,6-21H2,2-4H3/q+1",DNXKGBXDXQYFMK-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)=O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,,,[C32H51N2O4]+,527.384883112,2.6605,1,0,0,BTM00005,BTM00005,Oxidation of secondary alcohol to ketone,BTMR0079,"CYP1A2
CYP2C9
CYP2C19",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C32H53N2O5/c1-5-12-33(13-6-7-14-33)27-20-26-24-9-8-23-19-29(36)28(34(37)15-17-38-18-16-34)21-32(23,4)25(24)10-11-31(26,3)30(27)39-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",JIRXZXZEEMVJRC-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)[N+]5(CCOCC5)[O-])C)C)[N+]6(CCCC6)CC=C,,,[C32H53N2O5]+,545.395447796,2.294899999999997,1,0,0,BTM00006,BTM00006,N-Oxidation of alicyclic tertiary amine,BTMR1099,"CYP1A2
CYP2C8
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C28H44NO4/c1-5-12-29(13-6-7-14-29)23-16-22-20-9-8-19-15-24(31)25(32)17-28(19,4)21(20)10-11-27(22,3)26(23)33-18(2)30/h5,19-24,26,31H,1,6-17H2,2-4H3/q+1",DMGDLJQFEJOTGU-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)=O)C)C)[N+]5(CCCC5)CC=C,,,[C28H44NO4]+,458.32703388799996,2.294699999999997,1,0,0,BTM00007,BTM00007,N-Dealkylation of alicyclic tertiary amine,BTMR1144,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C4H9NO/c1-3-6-4-2-5-1/h5H,1-4H2",YNAVUWVOSKDBBP-UHFFFAOYSA-N,N1CCOCC1,,,C4H9NO,87.068413908,-0.5280999999999998,0,0,0,BTM00008,BTM00008,N-Dealkylation of alicyclic tertiary amine,BTMR1144,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C32H53N2O5/c1-5-14-34(15-6-7-29(34)37)27-19-25-23-9-8-22-18-28(36)26(33-12-16-38-17-13-33)20-32(22,4)24(23)10-11-31(25,3)30(27)39-21(2)35/h5,22-30,36-37H,1,6-20H2,2-4H3/q+1",CKASMZRZPZDDPI-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(C(CCC6)O)CC=C,,,[C32H53N2O5]+,545.395447796,2.1014999999999935,1,0,0,BTM00009,BTM00009,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
"InChI=1S/C32H53N2O5/c1-5-13-34(14-6-7-15-34)27-18-25-23-9-8-22-17-28(36)26(33-12-16-38-20-29(33)37)19-32(22,4)24(23)10-11-31(25,3)30(27)39-21(2)35/h5,22-30,36-37H,1,6-20H2,2-4H3/q+1",ZDOSYOBAEXXZRM-UHFFFAOYSA-N,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5C(COCC5)O)C)C)[N+]6(CCCC6)CC=C,,,[C32H53N2O5]+,545.395447796,2.3602999999999925,1,0,0,BTM00010,BTM00010,Hydroxylation of heteroalicyclic secondary carbon,BTMR1070,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CC(=O)OC1C(CC2C1(CCC3C2CCC4C3(CC(C(C4)O)N5CCOCC5)C)C)[N+]6(CCCC6)CC=C,"InChI=1S/C32H53N2O4/c1-5-14-34(15-6-7-16-34)28-20-26-24-9-8-23-19-29(36)27(33-12-17-37-18-13-33)21-32(23,4)25(24)10-11-31(26,3)30(28)38-22(2)35/h5,23-30,36H,1,6-21H2,2-4H3/q+1",YXRDKMPIGHSVRX-UHFFFAOYSA-N,,529.4005
