InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C22H27N3O8S/c1-9-16(15(10(2)26)21(30)31)25-17(22(32)33)18(9)34-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)20(28)29/h3-6,9-10,13-16,23,25-26H,7-8H2,1-2H3,(H,24,27)(H,28,29)(H,30,31)(H,32,33)",LMDXYCKWMWUYCV-UHFFFAOYSA-N,CC1C(C(C(=O)O)C(C)O)NC(=C1SC2CC(NC2)C(=O)NC3=CC=CC(=C3)C(=O)O)C(=O)O,,,C22H27N3O8S,493.15188582400003,-0.3926999999999996,2,1,1,BTM00001,BTM00001,Hydrolysis of cyclic tertiary carboxamide,BTMR0094,EC 3.5.2.X,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C23H27N3O7S/c1-10-17-16(11(2)27)21(29)26(17)18(23(32)33)19(10)34(3)14-8-15(24-9-14)20(28)25-13-6-4-5-12(7-13)22(30)31/h4-7,10-11,14-17,24,27H,8-9H2,1-3H3,(H2-,25,28,30,31,32,33)/p+1",VXVOJUGCYVTAKE-UHFFFAOYSA-O,CC1C2C(C(=O)N2C(=C1[S+](C3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C)C(=O)O)C(C)O,,,[C23H28N3O7S]+,490.16479623600003,-0.8555999999999997,0,1,1,BTM00002,BTM00002,Thioether S-methylation,BTMR0214,EC 2.1.1.96,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C24H28N4O8S/c1-10-18-17(11(2)29)23(34)28(18)19(22(33)26-9-16(30)31)20(10)37-14-7-15(25-8-14)21(32)27-13-5-3-4-12(6-13)24(35)36/h3-6,10-11,14-15,17-18,25,29H,7-9H2,1-2H3,(H,26,33)(H,27,32)(H,30,31)(H,35,36)",NBOMKXLNOUURTL-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)NCC(O)=O)C(C)O,,,C24H28N4O8S,532.162784856,-1.0940999999999972,3,1,1,BTM00003,BTM00003,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C24H28N4O8S/c1-10-18-17(11(2)29)23(34)28(18)19(24(35)36)20(10)37-14-7-15(25-8-14)22(33)27-13-5-3-4-12(6-13)21(32)26-9-16(30)31/h3-6,10-11,14-15,17-18,25,29H,7-9H2,1-2H3,(H,26,32)(H,27,33)(H,30,31)(H,35,36)",ZGDLMDDXIXJQND-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)NCC(O)=O)C(=O)O)C(C)O,,,C24H28N4O8S,532.162784856,-1.0940999999999972,3,1,1,BTM00004,BTM00004,Glycine conjugation,BTMR1325,EC 2.3.1.13,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C28H33N3O13S/c1-9-16-15(10(2)43-28-20(34)18(32)19(33)21(44-28)27(41)42)24(36)31(16)17(26(39)40)22(9)45-13-7-14(29-8-13)23(35)30-12-5-3-4-11(6-12)25(37)38/h3-6,9-10,13-16,18-21,28-29,32-34H,7-8H2,1-2H3,(H,30,35)(H,37,38)(H,39,40)(H,41,42)",PBHLOKHABFIPQG-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)OC5OC(C(O)=O)C(C(C5O)O)O,,,C28H33N3O13S,651.173409116,-1.905299999999998,3,1,1,BTM00005,BTM00005,Alkyl-OH-glucuronidation,BTMR0165,EC 2.4.1.17,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C28H33N3O13S/c1-9-16-15(10(2)32)24(37)31(16)17(27(42)44-28-20(35)18(33)19(34)21(43-28)26(40)41)22(9)45-13-7-14(29-8-13)23(36)30-12-5-3-4-11(6-12)25(38)39/h3-6,9-10,13-16,18-21,28-29,32-35H,7-8H2,1-2H3,(H,30,36)(H,38,39)(H,40,41)",JDXSXXJTIAEQLG-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)OC5OC(C(O)C(O)C5O)C(O)=O)C(C)O,,,C28H33N3O13S,651.173409116,-2.0627999999999975,3,1,1,BTM00006,BTM00006,O-Glucuronidation of aliphatic acid,BTMR0167,EC 2.4.1.17,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C28H33N3O13S/c1-9-16-15(10(2)32)24(37)31(16)17(25(38)39)22(9)45-13-7-14(29-8-13)23(36)30-12-5-3-4-11(6-12)27(42)44-28-20(35)18(33)19(34)21(43-28)26(40)41/h3-6,9-10,13-16,18-21,28-29,32-35H,7-8H2,1-2H3,(H,30,36)(H,38,39)(H,40,41)",XNEAOTIOQBYIOF-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)OC5OC(C(O)C(O)C5O)C(O)=O)C(=O)O)C(C)O,,,C28H33N3O13S,651.173409116,-2.0627999999999975,3,1,1,BTM00007,BTM00007,O-Glucuronidation of aromatic acid,BTMR0168,EC 2.4.1.17,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C22H25N3O10S2/c1-9-16-15(10(2)35-37(32,33)34)20(27)25(16)17(22(30)31)18(9)36-13-7-14(23-8-13)19(26)24-12-5-3-4-11(6-12)21(28)29/h3-6,9-10,13-16,23H,7-8H2,1-2H3,(H,24,26)(H,28,29)(H,30,31)(H,32,33,34)",IPUIJUWYOAXPKC-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)OS(O)(=O)=O,,,C22H25N3O10S2,555.098136,-0.9465999999999994,2,1,1,BTM00008,BTM00008,Sulfation of secondary alcohol,BTMR0502,EC 2.8.2.2,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C29H38N4O9S/c1-14-23-22(15(2)34)27(38)32(23)24(29(41)42-18(10-21(35)36)13-33(3,4)5)25(14)43-19-11-20(30-12-19)26(37)31-17-8-6-7-16(9-17)28(39)40/h6-9,14-15,18-20,22-23,30,34H,10-13H2,1-5H3,(H2-,31,35,36,37,39,40)",VLNSXDVJDGYWAQ-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)C(C)O,,,C29H38N4O9S,618.235949796,-2.277199999999997,2,2,2,BTM00009,BTM00009,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
"InChI=1S/C29H38N4O9S/c1-14-23-22(15(2)34)27(38)32(23)24(28(39)40)25(14)43-19-11-20(30-12-19)26(37)31-17-8-6-7-16(9-17)29(41)42-18(10-21(35)36)13-33(3,4)5/h6-9,14-15,18-20,22-23,30,34H,10-13H2,1-5H3,(H2-,31,35,36,37,39,40)",NBOYIOAQFSSDAH-UHFFFAOYSA-N,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)OC(C[N+](C)(C)C)CC([O-])=O)C(=O)O)C(C)O,,,C29H38N4O9S,618.235949796,-2.277199999999997,2,2,2,BTM00010,BTM00010,Carnitine conjugation,BTMR1324,EC 2.3.1.7,HUMAN,,CC1C2C(C(=O)N2C(=C1SC3CC(NC3)C(=O)NC4=CC=CC(=C4)C(=O)O)C(=O)O)C(C)O,"InChI=1S/C22H25N3O7S/c1-9-16-15(10(2)26)20(28)25(16)17(22(31)32)18(9)33-13-7-14(23-8-13)19(27)24-12-5-3-4-11(6-12)21(29)30/h3-6,9-10,13-16,23,26H,7-8H2,1-2H3,(H,24,27)(H,29,30)(H,31,32)",JUZNIMUFDBIJCM-UHFFFAOYSA-N,,475.1413
