InChI,InChIKey,SMILES,Synonyms,PUBCHEM_CID,Molecular formula,Major Isotope Mass,ALogP,Lipinski_Violations,Insecticide_Likeness_Violations,Post_Em_Herbicide_Likeness_Violations,Metabolite ID,cdk:Title,Reaction,Reaction ID,Enzyme(s),Biosystem,Precursor ID,Precursor SMILES,Precursor InChI,Precursor InChIKey,Precursor ALogP,Precursor Major Isotope Mass
"InChI=1S/C25H28N2O9S/c1-2-13-3-6-15(27(12-13)23-20(30)18(28)19(29)21(36-23)24(32)33)9-10-35-16-7-4-14(5-8-16)11-17-22(31)26-25(34)37-17/h3-8,12,17-21,23,28-30H,2,9-11H2,1H3,(H-,26,31,32,33,34)/p+1",DDZUALINHZFIII-UHFFFAOYSA-O,CCC1=C[N+](=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)C4OC(C(O)C(O)C4O)C(O)=O,,,[C25H29N2O9S]+,533.1593765079999,0.888600000000002,1,1,1,BTM00001,BTM00001,N-Glucuronidation of 3-substituted pyridine,BTMR0173,EC 2.4.1.17,HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H20N2O4S/c1-2-13-3-6-15(21(24)12-13)9-10-25-16-7-4-14(5-8-16)11-17-18(22)20-19(23)26-17/h3-8,12,17H,2,9-11H2,1H3,(H,20,22,23)",YTKQAGFCVMHNHM-UHFFFAOYSA-N,CCC1=C[N+](=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)[O-],,,C19H20N2O4S,372.11437812,3.784799999999998,0,0,0,BTM00002,BTM00002,Pyridine N-oxidation,BTMR0096,"CYP1A2
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H20N2O4S/c1-12(22)14-4-5-15(20-11-14)8-9-25-16-6-2-13(3-7-16)10-17-18(23)21-19(24)26-17/h2-7,11-12,17,22H,8-10H2,1H3,(H,21,23,24)",OXVFDZYQLGRLCD-UHFFFAOYSA-N,CC(C1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)O,,,C19H20N2O4S,372.11437812,2.844900000000001,0,0,0,BTM00003,BTM00003,Hydroxylation of penultimate aliphatic carbon adjacent to aromatic carbon,BTMR1076,"CYP1A2
CYP2C8
CYP2C9
CYP2C19
CYP2D6",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H20N2O4S/c1-12(22)14-4-5-15(20-11-14)8-9-25-16-6-2-13(3-7-16)10-17-18(23)21-19(24)26-17/h2-7,11-12,17,22H,8-10H2,1H3,(H,21,23,24)",OXVFDZYQLGRLCD-UHFFFAOYSA-N,CC(C1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)O,,,C19H20N2O4S,372.11437812,2.844900000000001,0,0,0,BTM00003,BTM00003,Hydroxylation of non-terminal aliphatic carbon adjacent to aromatic ring,BTMR1077,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H20N2O4S/c1-2-12-5-8-15(20-10-12)16(22)11-25-14-6-3-13(4-7-14)9-17-18(23)21-19(24)26-17/h3-8,10,16-17,22H,2,9,11H2,1H3,(H,21,23,24)",RMTFRGFLVHAYCI-UHFFFAOYSA-N,CCC1=CN=C(C=C1)C(COC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)O,,,C19H20N2O4S,372.11437811999997,3.4688000000000008,0,0,0,BTM00004,BTM00004,Hydroxylation of non-terminal aliphatic carbon adjacent to aromatic ring,BTMR1077,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H20N2O4S/c1-2-12-3-6-14(20-11-12)9-10-25-15-7-4-13(5-8-15)16(22)17-18(23)21-19(24)26-17/h3-8,11,16-17,22H,2,9-10H2,1H3,(H,21,23,24)",NIOHVPZUQAMCLP-UHFFFAOYSA-N,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)C(C3C(=O)NC(=O)S3)O,,,C19H20N2O4S,372.11437811999997,3.1824000000000012,0,0,0,BTM00005,BTM00005,Hydroxylation of non-terminal aliphatic carbon adjacent to aromatic ring,BTMR1077,"CYP1A2
CYP2C8
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C9H11NO/c1-2-8-3-4-9(5-6-11)10-7-8/h3-4,6-7H,2,5H2,1H3",KFUWSJNHJGDTBY-UHFFFAOYSA-N,CCC1=CN=C(C=C1)CC=O,,,C9H11NO,149.084063972,1.736899999999999,0,0,0,BTM00006,BTM00006,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C10H9NO3S/c12-7-3-1-6(2-4-7)5-8-9(13)11-10(14)15-8/h1-4,8,12H,5H2,(H,11,13,14)",NKOHRVBBQISBSB-UHFFFAOYSA-N,OC1=CC=C(C=C1)CC2C(=O)NC(=O)S2,,,C10H9NO3S,223.03031414799997,1.9247000000000007,0,0,0,BTM00007,BTM00007,O-Dealkylation,BTMR0052,"CYP1A2
CYP2A6
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H20N2O4S/c22-9-7-14-1-4-15(20-12-14)8-10-25-16-5-2-13(3-6-16)11-17-18(23)21-19(24)26-17/h1-6,12,17,22H,7-11H2,(H,21,23,24)",TUXGNBJVZUQUKV-UHFFFAOYSA-N,C(CC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3)O,,,C19H20N2O4S,372.11437812,2.788599999999999,0,0,0,BTM00008,BTM00008,Hydroxylation of terminal methyl,BTMR1061,"CYP1A2
CYP2A6
CYP2B6
CYP2C8
CYP2C9
CYP2C19
CYP2D6
CYP2E1
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
"InChI=1S/C19H18N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h2-8,12,17H,1,9-11H2,(H,21,22,23)",CUZSSQRDPQYIQR-UHFFFAOYSA-N,C=CC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,,,C19H18N2O3S,354.103813436,3.6236000000000006,0,0,0,BTM00009,BTM00009,Terminal desaturation,BTMR1190,"CYP1A2
CYP2A6
CYP2C9
CYP2D6
CYP3A4",HUMAN,,CCC1=CN=C(C=C1)CCOC2=CC=C(C=C2)CC3C(=O)NC(=O)S3,"InChI=1S/C19H20N2O3S/c1-2-13-3-6-15(20-12-13)9-10-24-16-7-4-14(5-8-16)11-17-18(22)21-19(23)25-17/h3-8,12,17H,2,9-11H2,1H3,(H,21,22,23)",HYAFETHFCAUJAY-UHFFFAOYSA-N,,356.1194
